--- Relatório Detalhado de Falhas (Blue Threshold: 0.12) ---

Arquivo: img_000009.jpg | Status: incorrect | Esperado: QRD1911 | Lido: ORD1911
Arquivo: img_013408.jpg | Status: incorrect | Esperado: QRG2H80 | Lido: ORG2H60
Arquivo: img_013430.jpg | Status: ocr_failed | Esperado: QRH5E07 | Lido: 
Arquivo: img_013455.jpg | Status: incorrect | Esperado: LMQ6F27 | Lido: LHQ6F27
Arquivo: img_013451.jpg | Status: ocr_failed | Esperado: PPL1H66 | Lido: 
Arquivo: img_013450.jpg | Status: incorrect | Esperado: QRE1I40 | Lido: QRE1140
Arquivo: img_013465.jpg | Status: detection_failed | Esperado: OYF7J88 | Lido: 
Arquivo: img_013456.jpg | Status: ocr_failed | Esperado: JJU1J09 | Lido: 301309
Arquivo: img_013464.jpg | Status: detection_failed | Esperado: QRE5H99 | Lido: 
Arquivo: img_013459.jpg | Status: incorrect | Esperado: QRK3J82 | Lido: QRK3382
Arquivo: img_013471.jpg | Status: detection_failed | Esperado: QRH8F19 | Lido: 
Arquivo: img_013463.jpg | Status: incorrect | Esperado: MSM2B80 | Lido: HSH2B80
Arquivo: img_013470.jpg | Status: incorrect | Esperado: OFW6C59 | Lido: OFH6C59
Arquivo: img_013472.jpg | Status: incorrect | Esperado: QRF6J36 | Lido: QRF6336
Arquivo: img_013476.jpg | Status: incorrect | Esperado: QRE2D66 | Lido: QRE2O66
Arquivo: img_013477.jpg | Status: ocr_failed | Esperado: ODH0E48 | Lido: SAAODHOE48
Arquivo: img_013491.jpg | Status: detection_failed | Esperado: QRE1I40 | Lido: 
Arquivo: img_013489.jpg | Status: incorrect | Esperado: QRH7D21 | Lido: QRH7O21
Arquivo: img_013495.jpg | Status: ocr_failed | Esperado: ODT7C97 | Lido: 
Arquivo: img_013493.jpg | Status: incorrect | Esperado: QRL8I22 | Lido: QRL8122
Arquivo: img_013505.jpg | Status: incorrect | Esperado: ODK1A28 | Lido: ODK1428
Arquivo: img_013523.jpg | Status: detection_failed | Esperado: MSN2G99 | Lido: 
Arquivo: img_013517.jpg | Status: incorrect | Esperado: LRE5I01 | Lido: LRE5101
Arquivo: img_013522.jpg | Status: incorrect | Esperado: PPS4I33 | Lido: PPS4133
Arquivo: img_013520.jpg | Status: incorrect | Esperado: QRG2H80 | Lido: ORG2H80
Arquivo: img_013526.jpg | Status: incorrect | Esperado: MST1I91 | Lido: MST1191
Arquivo: img_013528.jpg | Status: incorrect | Esperado: QRH1I96 | Lido: ORH1I96
Arquivo: img_013530.jpg | Status: incorrect | Esperado: OVF6D44 | Lido: OVF6O44
Arquivo: img_013531.jpg | Status: incorrect | Esperado: PPI9D16 | Lido: PPI9016
Arquivo: img_013535.jpg | Status: incorrect | Esperado: QRE7D75 | Lido: QRE7075
Arquivo: img_013540.jpg | Status: incorrect | Esperado: QRE1I36 | Lido: QRE1136
Arquivo: img_013541.jpg | Status: incorrect | Esperado: PPG3I78 | Lido: PPG3178
Arquivo: img_013553.jpg | Status: incorrect | Esperado: PPS6D77 | Lido: PPS6O77
Arquivo: img_013554.jpg | Status: incorrect | Esperado: QRJ0G87 | Lido: QRJ0687
Arquivo: img_013556.jpg | Status: incorrect | Esperado: QRH1H27 | Lido: QRH4H27
Arquivo: img_013560.jpg | Status: incorrect | Esperado: ODA6A07 | Lido: ODA6407
Arquivo: img_013566.jpg | Status: ocr_failed | Esperado: PPH0A18 | Lido: OPPHOA18
Arquivo: img_013573.jpg | Status: incorrect | Esperado: FAG3B35 | Lido: FAG3835
Arquivo: img_013575.jpg | Status: ocr_failed | Esperado: QRJ1H35 | Lido: 
Arquivo: img_013578.jpg | Status: ocr_failed | Esperado: PPL1H66 | Lido: 
Arquivo: img_013583.jpg | Status: incorrect | Esperado: ODQ9D66 | Lido: ODQ9O60
Arquivo: img_013585.jpg | Status: incorrect | Esperado: MST1F09 | Lido: HST1F09
Arquivo: img_013581.jpg | Status: incorrect | Esperado: QRE1I40 | Lido: QRE1140
Arquivo: img_013584.jpg | Status: incorrect | Esperado: QRE7D75 | Lido: QRE7O75
Arquivo: img_013597.jpg | Status: incorrect | Esperado: MPA1G27 | Lido: MPA1627
Arquivo: img_013595.jpg | Status: incorrect | Esperado: OHZ6I38 | Lido: OHZ6138
Arquivo: img_013599.jpg | Status: incorrect | Esperado: QRE3D06 | Lido: QRE3O06
Arquivo: img_013602.jpg | Status: incorrect | Esperado: QRF6I31 | Lido: QRF6131
Arquivo: img_013609.jpg | Status: incorrect | Esperado: DPX2D21 | Lido: DPX2021
Arquivo: img_013610.jpg | Status: incorrect | Esperado: FJP1A52 | Lido: FJP1452
Arquivo: img_013611.jpg | Status: incorrect | Esperado: QRE7D75 | Lido: QRE7075
Arquivo: img_013613.jpg | Status: incorrect | Esperado: PPG1A13 | Lido: PPG1413
Arquivo: img_013619.jpg | Status: incorrect | Esperado: QRF4J30 | Lido: QRF4330
Arquivo: img_013624.jpg | Status: incorrect | Esperado: PPW6A50 | Lido: PPW6450
Arquivo: img_013626.jpg | Status: incorrect | Esperado: LKW9I81 | Lido: LKH9I81
Arquivo: img_013637.jpg | Status: detection_failed | Esperado: QRF4J46 | Lido: 
Arquivo: img_013636.jpg | Status: incorrect | Esperado: ODI4I73 | Lido: OOI4173
Arquivo: img_013633.jpg | Status: incorrect | Esperado: MTY6D71 | Lido: MTY6071
Arquivo: img_013643.jpg | Status: incorrect | Esperado: QRM0G97 | Lido: QRM0697
Arquivo: img_013647.jpg | Status: incorrect | Esperado: ODL9G39 | Lido: ODL9639
Arquivo: img_013651.jpg | Status: incorrect | Esperado: QRF7B75 | Lido: QRF7675
Arquivo: img_013650.jpg | Status: incorrect | Esperado: OMT7A59 | Lido: OMI7459
Arquivo: img_013658.jpg | Status: ocr_failed | Esperado: PPL1H66 | Lido: PPL1H6
Arquivo: img_013665.jpg | Status: incorrect | Esperado: ODT7C89 | Lido: OOI7C89
Arquivo: img_013666.jpg | Status: incorrect | Esperado: QRE7D75 | Lido: QRE7075
Arquivo: img_013678.jpg | Status: detection_failed | Esperado: PPT2B56 | Lido: 
Arquivo: img_013669.jpg | Status: ocr_failed | Esperado: QRJ5B58 | Lido: 
Arquivo: img_013675.jpg | Status: ocr_failed | Esperado: QRE4E77 | Lido: E4E77
Arquivo: img_013687.jpg | Status: ocr_failed | Esperado: PPL1H66 | Lido: 
Arquivo: img_013693.jpg | Status: ocr_failed | Esperado: PPI9C91 | Lido: BSASIUPP19C91
Arquivo: img_013701.jpg | Status: incorrect | Esperado: ODG8D31 | Lido: ODG8031
Arquivo: img_013699.jpg | Status: ocr_failed | Esperado: QRJ3D92 | Lido: MARTINS
Arquivo: img_013705.jpg | Status: incorrect | Esperado: MST8A16 | Lido: MST8416
Arquivo: img_013712.jpg | Status: ocr_failed | Esperado: PPL1H66 | Lido: PPL1H6
Arquivo: img_013714.jpg | Status: incorrect | Esperado: PPL1H66 | Lido: PPL1N66
Arquivo: img_013724.jpg | Status: ocr_failed | Esperado: RBA1I92 | Lido: 
Arquivo: img_013734.jpg | Status: detection_failed | Esperado: MSC4G65 | Lido: 
Arquivo: img_013738.jpg | Status: ocr_failed | Esperado: QRF8F87 | Lido: 
Arquivo: img_013739.jpg | Status: incorrect | Esperado: QRL6B63 | Lido: QRL6863
Arquivo: img_013754.jpg | Status: incorrect | Esperado: QRF6G26 | Lido: QRF6626
Arquivo: img_013763.jpg | Status: ocr_failed | Esperado: QRI2J69 | Lido: HQR12J69
Arquivo: img_013768.jpg | Status: incorrect | Esperado: QRM4I57 | Lido: QRM4157
Arquivo: img_013770.jpg | Status: ocr_failed | Esperado: QRH1D98 | Lido: 
Arquivo: img_013774.jpg | Status: incorrect | Esperado: RBA5A58 | Lido: RBA5458
Arquivo: img_013777.jpg | Status: incorrect | Esperado: QRM2A66 | Lido: QRM2466
Arquivo: img_013775.jpg | Status: incorrect | Esperado: RBA5D40 | Lido: RBA5O40
Arquivo: img_013783.jpg | Status: incorrect | Esperado: QRM4I57 | Lido: QRM4157
Arquivo: img_013785.jpg | Status: incorrect | Esperado: MPZ2A30 | Lido: MPZ2430
Arquivo: img_013787.jpg | Status: incorrect | Esperado: PPZ9B34 | Lido: PPZ9834
Arquivo: img_013791.jpg | Status: incorrect | Esperado: QRE4D82 | Lido: QRE4082
Arquivo: img_013794.jpg | Status: incorrect | Esperado: QRI6I45 | Lido: QRI6145
Arquivo: img_013792.jpg | Status: incorrect | Esperado: QRM4I57 | Lido: QRM4157
Arquivo: img_013800.jpg | Status: incorrect | Esperado: QRE1I41 | Lido: ORE1141
Arquivo: img_013805.jpg | Status: ocr_failed | Esperado: QRE1I40 | Lido: 
Arquivo: img_013806.jpg | Status: incorrect | Esperado: QRM4I57 | Lido: QRM4157
Arquivo: img_013808.jpg | Status: incorrect | Esperado: RBA4J99 | Lido: RBA4399
Arquivo: img_013812.jpg | Status: incorrect | Esperado: QRG4E18 | Lido: ORG4E18
Arquivo: img_013814.jpg | Status: ocr_failed | Esperado: QRJ7B98 | Lido: 
Arquivo: img_013821.jpg | Status: incorrect | Esperado: MRH3I08 | Lido: MRH3108
Arquivo: img_013825.jpg | Status: incorrect | Esperado: OYE8I28 | Lido: OYE8128
Arquivo: img_013827.jpg | Status: incorrect | Esperado: QRE2A11 | Lido: QRE2411
Arquivo: img_013833.jpg | Status: incorrect | Esperado: QRE0E61 | Lido: QRE3E61
Arquivo: img_013834.jpg | Status: incorrect | Esperado: QRE7B35 | Lido: QRE7835
Arquivo: img_013845.jpg | Status: incorrect | Esperado: PPM7G93 | Lido: PPM7693
Arquivo: img_013846.jpg | Status: incorrect | Esperado: PPM7G93 | Lido: PPM7693
Arquivo: img_013850.jpg | Status: incorrect | Esperado: OYJ7I19 | Lido: OYJ7119
Arquivo: img_013856.jpg | Status: incorrect | Esperado: DRM4E11 | Lido: DRH4E11
Arquivo: img_013853.jpg | Status: incorrect | Esperado: QRL2G22 | Lido: QRL2622
Arquivo: img_013858.jpg | Status: incorrect | Esperado: ODQ6D04 | Lido: ODQ6004
Arquivo: img_013860.jpg | Status: incorrect | Esperado: AZE3G20 | Lido: AZE3620
Arquivo: img_013862.jpg | Status: incorrect | Esperado: QRH2I50 | Lido: ORH2150
Arquivo: img_013864.jpg | Status: incorrect | Esperado: PPO8G23 | Lido: PPO8623
Arquivo: img_013866.jpg | Status: incorrect | Esperado: MSW0I16 | Lido: MSW0116
Arquivo: img_013865.jpg | Status: ocr_failed | Esperado: QII3D29 | Lido: AMAQI13D29
Arquivo: img_013870.jpg | Status: incorrect | Esperado: OVF4G35 | Lido: OVF4635
Arquivo: img_013871.jpg | Status: incorrect | Esperado: ODR1G41 | Lido: ODR1641
Arquivo: img_013873.jpg | Status: incorrect | Esperado: QRJ1H35 | Lido: ORJ1H35
Arquivo: img_013877.jpg | Status: incorrect | Esperado: OVH8I96 | Lido: OVH8196
Arquivo: img_013881.jpg | Status: incorrect | Esperado: QRK2A23 | Lido: QRK2423
Arquivo: img_013879.jpg | Status: incorrect | Esperado: MSW7I95 | Lido: MSW7195
Arquivo: img_013878.jpg | Status: incorrect | Esperado: MTQ7B71 | Lido: MTQ7871
Arquivo: img_013882.jpg | Status: incorrect | Esperado: MSH1I00 | Lido: MSH1100
Arquivo: img_013883.jpg | Status: incorrect | Esperado: HTQ4A72 | Lido: HTQ4472
Arquivo: img_013892.jpg | Status: incorrect | Esperado: PPT0B36 | Lido: PPT0836
Arquivo: img_013898.jpg | Status: incorrect | Esperado: MSN8A86 | Lido: MSN8486
Arquivo: img_013905.jpg | Status: incorrect | Esperado: MRP9D89 | Lido: HRP9089
Arquivo: img_013906.jpg | Status: incorrect | Esperado: PPL7D98 | Lido: PPL7098
Arquivo: img_013919.jpg | Status: incorrect | Esperado: QRE6G91 | Lido: QRE6691
Arquivo: img_013922.jpg | Status: incorrect | Esperado: QRK8I13 | Lido: QRK8113
Arquivo: img_013926.jpg | Status: incorrect | Esperado: MTB2D58 | Lido: MTB2058
Arquivo: img_013928.jpg | Status: incorrect | Esperado: PPL3D44 | Lido: PPL3O44
Arquivo: img_013930.jpg | Status: incorrect | Esperado: JMX2J90 | Lido: JMX2390
Arquivo: img_013934.jpg | Status: incorrect | Esperado: PPK3I52 | Lido: PPK3152
Arquivo: img_013944.jpg | Status: ocr_failed | Esperado: MSE5H84 | Lido: 
Arquivo: img_013949.jpg | Status: incorrect | Esperado: QRG5B76 | Lido: QRG5876
Arquivo: img_013957.jpg | Status: incorrect | Esperado: LMP8A52 | Lido: LMP8452
Arquivo: img_013956.jpg | Status: ocr_failed | Esperado: QRF4E00 | Lido: MARCOPOLO
Arquivo: img_013962.jpg | Status: ocr_failed | Esperado: QRE6A59 | Lido: TAXIVITORIA
Arquivo: img_013959.jpg | Status: incorrect | Esperado: QRG3D64 | Lido: QRG3064
Arquivo: img_013974.jpg | Status: ocr_failed | Esperado: LSJ6F03 | Lido: J6F036
Arquivo: img_013980.jpg | Status: ocr_failed | Esperado: OYH5H63 | Lido: 
Arquivo: img_013992.jpg | Status: incorrect | Esperado: QRD5A25 | Lido: QRD5425
Arquivo: img_014002.jpg | Status: incorrect | Esperado: MRX0D92 | Lido: MRX0092
Arquivo: img_014004.jpg | Status: incorrect | Esperado: QRL2J59 | Lido: QPL2J59
Arquivo: img_014009.jpg | Status: incorrect | Esperado: KXN5G38 | Lido: KXN5638
Arquivo: img_014017.jpg | Status: incorrect | Esperado: OYG1D30 | Lido: OYG1O30
Arquivo: img_014020.jpg | Status: ocr_failed | Esperado: PPH9H58 | Lido: 
Arquivo: img_014024.jpg | Status: incorrect | Esperado: KZG7J69 | Lido: KZG7369
Arquivo: img_014027.jpg | Status: incorrect | Esperado: OYD1B83 | Lido: OYD1883
Arquivo: img_014030.jpg | Status: incorrect | Esperado: OVJ8I28 | Lido: OVJ8128
Arquivo: img_014033.jpg | Status: ocr_failed | Esperado: LRS5F30 | Lido: 
Arquivo: img_014031.jpg | Status: incorrect | Esperado: QRJ8D08 | Lido: QRJ8008
Arquivo: img_014035.jpg | Status: incorrect | Esperado: EZA3A85 | Lido: EZA3485
Arquivo: img_014036.jpg | Status: incorrect | Esperado: MTE4D41 | Lido: MTE4041
Arquivo: img_014038.jpg | Status: incorrect | Esperado: PPK7A29 | Lido: PPK7429
Arquivo: img_014040.jpg | Status: incorrect | Esperado: OCY0B60 | Lido: OCY0860
Arquivo: img_014054.jpg | Status: detection_failed | Esperado: QRK3G80 | Lido: 
Arquivo: img_014048.jpg | Status: incorrect | Esperado: QRF2B49 | Lido: QRF2849
Arquivo: img_014051.jpg | Status: incorrect | Esperado: QRF1B11 | Lido: QRF1811
Arquivo: img_014052.jpg | Status: ocr_failed | Esperado: QRI6H30 | Lido: RI6H30
Arquivo: img_014059.jpg | Status: incorrect | Esperado: LQY5B55 | Lido: LQY5855
Arquivo: img_014058.jpg | Status: incorrect | Esperado: PPK7J67 | Lido: PPK7367
Arquivo: img_014055.jpg | Status: incorrect | Esperado: PPE2D07 | Lido: PPE2007
Arquivo: img_014064.jpg | Status: incorrect | Esperado: PKW5D18 | Lido: PKW5018
Arquivo: img_014065.jpg | Status: incorrect | Esperado: QRI7I85 | Lido: QRI7185
Arquivo: img_014066.jpg | Status: incorrect | Esperado: PPN7D51 | Lido: PPN7051
Arquivo: img_014071.jpg | Status: incorrect | Esperado: MTQ9G82 | Lido: MTQ9682
Arquivo: img_014070.jpg | Status: incorrect | Esperado: OVL9G16 | Lido: OVL9616
Arquivo: img_014074.jpg | Status: incorrect | Esperado: MQE7A82 | Lido: MQE7482
Arquivo: img_014079.jpg | Status: incorrect | Esperado: PPN5D89 | Lido: PPN5089
Arquivo: img_014084.jpg | Status: incorrect | Esperado: PZT3B62 | Lido: PZT3862
Arquivo: img_014083.jpg | Status: incorrect | Esperado: ODE0J86 | Lido: ODE0386
Arquivo: img_014085.jpg | Status: incorrect | Esperado: ODC7F29 | Lido: OQC7F29
Arquivo: img_014090.jpg | Status: incorrect | Esperado: DTQ6D10 | Lido: DTQ6010
Arquivo: img_014088.jpg | Status: incorrect | Esperado: LUM2J46 | Lido: LUM2346
Arquivo: img_014093.jpg | Status: incorrect | Esperado: MTD4B50 | Lido: MTD4850
Arquivo: img_014095.jpg | Status: incorrect | Esperado: MSK8I28 | Lido: MSK8128
Arquivo: img_014100.jpg | Status: incorrect | Esperado: OYH1B02 | Lido: OYH1802
Arquivo: img_014102.jpg | Status: incorrect | Esperado: MRD8C79 | Lido: HRD8C79
Arquivo: img_014104.jpg | Status: incorrect | Esperado: MSH1I00 | Lido: MSH1100
Arquivo: img_014109.jpg | Status: incorrect | Esperado: MQT6G34 | Lido: MQT6634
Arquivo: img_014107.jpg | Status: incorrect | Esperado: FFP2B85 | Lido: FFP2885
Arquivo: img_014113.jpg | Status: incorrect | Esperado: JSU3G64 | Lido: JSU3664
Arquivo: img_014114.jpg | Status: incorrect | Esperado: MSS5B42 | Lido: MSS5842
Arquivo: img_014119.jpg | Status: incorrect | Esperado: KVU8A43 | Lido: KVU8443
Arquivo: img_014115.jpg | Status: incorrect | Esperado: MQN9I89 | Lido: MQN9189
Arquivo: img_014118.jpg | Status: incorrect | Esperado: ODM4I02 | Lido: ODM4102
Arquivo: img_014128.jpg | Status: incorrect | Esperado: ODI6A90 | Lido: ODI6490
Arquivo: img_014129.jpg | Status: incorrect | Esperado: ODP6A33 | Lido: ODP6433
Arquivo: img_014131.jpg | Status: incorrect | Esperado: MTN8B36 | Lido: MTN8836
Arquivo: img_014133.jpg | Status: incorrect | Esperado: OVL4D11 | Lido: OVL4011
Arquivo: img_014136.jpg | Status: incorrect | Esperado: OVI6A68 | Lido: OVI6468
Arquivo: img_014135.jpg | Status: incorrect | Esperado: QRL5G94 | Lido: QRL5694
Arquivo: img_014139.jpg | Status: incorrect | Esperado: FRN0A66 | Lido: FRN0466
Arquivo: img_014138.jpg | Status: incorrect | Esperado: OVF9I50 | Lido: OVF9150
Arquivo: img_014140.jpg | Status: incorrect | Esperado: MTL0B20 | Lido: MTL0820
Arquivo: img_014141.jpg | Status: incorrect | Esperado: OYF9I29 | Lido: OYF9129
Arquivo: img_014145.jpg | Status: incorrect | Esperado: KYG7D40 | Lido: KYG7O40
Arquivo: img_014144.jpg | Status: incorrect | Esperado: ODC2A38 | Lido: ODC2438
Arquivo: img_014149.jpg | Status: incorrect | Esperado: QNV7G77 | Lido: QNV7677
Arquivo: img_014147.jpg | Status: incorrect | Esperado: ODH4I44 | Lido: ODH4144
Arquivo: img_014148.jpg | Status: incorrect | Esperado: MTB4I81 | Lido: MTB4181
Arquivo: img_014156.jpg | Status: incorrect | Esperado: MQM8I31 | Lido: MQM8131
Arquivo: img_014154.jpg | Status: incorrect | Esperado: PPC8B32 | Lido: PPC8832
Arquivo: img_014158.jpg | Status: incorrect | Esperado: MPW6D80 | Lido: MPW6080
Arquivo: img_014161.jpg | Status: incorrect | Esperado: PVD4I28 | Lido: PVD4128
Arquivo: img_014159.jpg | Status: incorrect | Esperado: MTH7B31 | Lido: MTH7831
Arquivo: img_014164.jpg | Status: incorrect | Esperado: MSW0I16 | Lido: MSW0116
Arquivo: img_014166.jpg | Status: incorrect | Esperado: QRK3I38 | Lido: QRK3138
Arquivo: img_014165.jpg | Status: incorrect | Esperado: ODS2D73 | Lido: ODS2073
Arquivo: img_014168.jpg | Status: incorrect | Esperado: MTO0B72 | Lido: MTO0872
Arquivo: img_014172.jpg | Status: incorrect | Esperado: ODH4I69 | Lido: ODH4169
Arquivo: img_014167.jpg | Status: incorrect | Esperado: PPG5I27 | Lido: PPG5127
Arquivo: img_014180.jpg | Status: incorrect | Esperado: ODG3I58 | Lido: ODG3158
Arquivo: img_014177.jpg | Status: incorrect | Esperado: QOV5A73 | Lido: QOV5473
Arquivo: img_014176.jpg | Status: incorrect | Esperado: MTX4I61 | Lido: MTX4161
Arquivo: img_014178.jpg | Status: incorrect | Esperado: PPG6I94 | Lido: PPG6194
Arquivo: img_014186.jpg | Status: incorrect | Esperado: MQO8D21 | Lido: MQO8021
Arquivo: img_014190.jpg | Status: incorrect | Esperado: QRE6G57 | Lido: QRE6657
Arquivo: img_014212.jpg | Status: incorrect | Esperado: MTA6C01 | Lido: HTA6C01
Arquivo: img_014220.jpg | Status: incorrect | Esperado: RIO0J17 | Lido: RIO0317
Arquivo: img_014225.jpg | Status: incorrect | Esperado: RIO1J55 | Lido: RIO1355
Arquivo: img_014222.jpg | Status: incorrect | Esperado: QRI0G90 | Lido: QRI0690
Arquivo: img_014234.jpg | Status: incorrect | Esperado: OVF8D69 | Lido: OVF8069
Arquivo: img_014236.jpg | Status: incorrect | Esperado: QRJ6J74 | Lido: QRJ6374
Arquivo: img_014241.jpg | Status: incorrect | Esperado: MTQ4I54 | Lido: MTQ4154
Arquivo: img_014240.jpg | Status: incorrect | Esperado: MQF1I15 | Lido: HQF1I15
Arquivo: img_014245.jpg | Status: ocr_failed | Esperado: OYH3D05 | Lido: 
Arquivo: img_014250.jpg | Status: incorrect | Esperado: DAJ2G64 | Lido: DAJ2664
Arquivo: img_014255.jpg | Status: incorrect | Esperado: MTM0B01 | Lido: MTH0B01
Arquivo: img_014259.jpg | Status: incorrect | Esperado: KXD8A83 | Lido: KXD8483
Arquivo: img_014268.jpg | Status: incorrect | Esperado: QRF1I41 | Lido: QRF1141
Arquivo: img_014271.jpg | Status: incorrect | Esperado: OCW4D40 | Lido: OCW4040
Arquivo: img_014281.jpg | Status: incorrect | Esperado: PPW7D46 | Lido: PPW7046
Arquivo: img_014283.jpg | Status: incorrect | Esperado: QRK7I04 | Lido: QRK7104
Arquivo: img_014297.jpg | Status: ocr_failed | Esperado: PPF7J90 | Lido: 
Arquivo: img_014296.jpg | Status: incorrect | Esperado: EIC9A75 | Lido: EIC9475
Arquivo: img_014300.jpg | Status: incorrect | Esperado: HFU5I40 | Lido: HFU5140
Arquivo: img_014301.jpg | Status: incorrect | Esperado: PZV9G52 | Lido: PZV9652
Arquivo: img_014303.jpg | Status: ocr_failed | Esperado: ODF3J43 | Lido: 0F3J43
Arquivo: img_014305.jpg | Status: incorrect | Esperado: NPK0A72 | Lido: NPK0472
Arquivo: img_014306.jpg | Status: incorrect | Esperado: ODL2I52 | Lido: ODL2152
Arquivo: img_014314.jpg | Status: incorrect | Esperado: QRE0D90 | Lido: QRE0090
Arquivo: img_014318.jpg | Status: incorrect | Esperado: FVK7I71 | Lido: FVK7171
Arquivo: img_014323.jpg | Status: incorrect | Esperado: LOA0B76 | Lido: LOA0876
Arquivo: img_014325.jpg | Status: incorrect | Esperado: PWD6D29 | Lido: PWD6029
Arquivo: img_014330.jpg | Status: incorrect | Esperado: QRK2A84 | Lido: QRK2484
Arquivo: img_014329.jpg | Status: incorrect | Esperado: PPF9B73 | Lido: PPF9873
Arquivo: img_014333.jpg | Status: incorrect | Esperado: OYD4G31 | Lido: OYD4631
Arquivo: img_014347.jpg | Status: detection_failed | Esperado: KWN8A42 | Lido: 
Arquivo: img_014338.jpg | Status: incorrect | Esperado: QOG0B71 | Lido: QOG0871
Arquivo: img_014342.jpg | Status: incorrect | Esperado: HJF0G23 | Lido: HJF0623
Arquivo: img_014343.jpg | Status: incorrect | Esperado: MTW7D51 | Lido: MTW7051
Arquivo: img_014344.jpg | Status: incorrect | Esperado: QRI0I77 | Lido: QRI0177
Arquivo: img_014354.jpg | Status: incorrect | Esperado: OYH0I87 | Lido: OYH0187
Arquivo: img_014353.jpg | Status: incorrect | Esperado: PPL7A05 | Lido: PPL7405
Arquivo: img_014357.jpg | Status: incorrect | Esperado: ODL3D11 | Lido: ODL3011
Arquivo: img_014361.jpg | Status: incorrect | Esperado: QRJ3D32 | Lido: QRJ3032
Arquivo: img_014359.jpg | Status: incorrect | Esperado: MQX6A40 | Lido: MQX6440
Arquivo: img_014367.jpg | Status: incorrect | Esperado: HBN1I94 | Lido: HBN1194
Arquivo: img_014364.jpg | Status: incorrect | Esperado: MTW5B82 | Lido: MTW5882
Arquivo: img_014366.jpg | Status: incorrect | Esperado: OYI8D80 | Lido: OYI8080
Arquivo: img_014368.jpg | Status: incorrect | Esperado: PPA2D92 | Lido: PPA2092
Arquivo: img_014375.jpg | Status: incorrect | Esperado: NZS5I47 | Lido: NZS5147
Arquivo: img_014378.jpg | Status: incorrect | Esperado: PPY9J65 | Lido: PPY9365
Arquivo: img_014380.jpg | Status: incorrect | Esperado: ODF1B89 | Lido: ODF1889
Arquivo: img_014383.jpg | Status: incorrect | Esperado: MPN8B07 | Lido: MPN8807
